Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
1068,Thứ 6,14/07/2023,,"4,5,13,19,27,37",,04 05 13 19 27 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-07-2023.html,14/07/2023
1067,Thứ 4,12/07/2023,,"19,24,27,31,33,43",,19 24 27 31 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-07-2023.html,12/07/2023
1066,Chủ Nhật,09/07/2023,,"14,16,27,28,33,41",,14 16 27 28 33 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-07-2023.html,09/07/2023
1065,Thứ 6,07/07/2023,,"5,9,12,20,37,42",,05 09 12 20 37 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-07-2023.html,07/07/2023
1064,Thứ 4,05/07/2023,,"1,12,24,27,36,44",,01 12 24 27 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-07-2023.html,05/07/2023
1063,Chủ Nhật,02/07/2023,,"3,5,8,17,37,41",,03 05 08 17 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-07-2023.html,02/07/2023
1062,Thứ 6,30/06/2023,,"2,5,20,23,31,38",,02 05 20 23 31 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-06-2023.html,30/06/2023
1061,Thứ 4,28/06/2023,,"4,8,24,31,42,45",,04 08 24 31 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-06-2023.html,28/06/2023
1060,Chủ Nhật,25/06/2023,,"4,6,7,25,26,30",,04 06 07 25 26 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-06-2023.html,25/06/2023
1059,Thứ 6,23/06/2023,,"10,14,15,20,24,45",,10 14 15 20 24 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-06-2023.html,23/06/2023
1058,Thứ 4,21/06/2023,,"7,13,19,35,37,38",,07 13 19 35 37 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-06-2023.html,21/06/2023
1057,Chủ Nhật,18/06/2023,,"3,4,8,18,21,33",,03 04 08 18 21 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-06-2023.html,18/06/2023
1056,Thứ 6,16/06/2023,,"24,26,32,37,38,41",,24 26 32 37 38 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-06-2023.html,16/06/2023
1055,Thứ 4,14/06/2023,,"2,28,31,37,41,44",,02 28 31 37 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-06-2023.html,14/06/2023
1054,Chủ Nhật,11/06/2023,,"5,18,22,40,41,44",,05 18 22 40 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-06-2023.html,11/06/2023
1053,Thứ 6,09/06/2023,,"15,16,23,25,40,41",,15 16 23 25 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-06-2023.html,09/06/2023
1052,Thứ 4,07/06/2023,,"1,7,14,16,34,44",,01 07 14 16 34 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-06-2023.html,07/06/2023
1051,Chủ Nhật,04/06/2023,,"3,15,19,35,36,43",,03 15 19 35 36 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-06-2023.html,04/06/2023
1050,Thứ 6,02/06/2023,,"3,11,14,19,21,43",,03 11 14 19 21 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-06-2023.html,02/06/2023
1049,Thứ 4,31/05/2023,,"4,9,10,22,41,44",,04 09 10 22 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-05-2023.html,31/05/2023
1048,Chủ Nhật,28/05/2023,,"6,13,19,20,37,44",,06 13 19 20 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-05-2023.html,28/05/2023
1047,Thứ 6,26/05/2023,,"8,10,19,25,35,44",,08 10 19 25 35 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-05-2023.html,26/05/2023
1046,Thứ 4,24/05/2023,,"9,11,15,28,33,44",,09 11 15 28 33 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-05-2023.html,24/05/2023
1045,Chủ Nhật,21/05/2023,,"8,10,17,19,24,41",,08 10 17 19 24 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-05-2023.html,21/05/2023
1044,Thứ 6,19/05/2023,,"3,9,10,27,35,38",,03 09 10 27 35 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-05-2023.html,19/05/2023
1043,Thứ 4,17/05/2023,,"2,6,13,20,28,44",,02 06 13 20 28 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-05-2023.html,17/05/2023
1042,Chủ Nhật,14/05/2023,,"7,8,13,37,42,44",,07 08 13 37 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-05-2023.html,14/05/2023
1041,Thứ 6,12/05/2023,,"2,6,8,9,15,27",,02 06 08 09 15 27,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-05-2023.html,12/05/2023
1040,Thứ 4,10/05/2023,,"7,8,9,13,15,27",,07 08 09 13 15 27,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-05-2023.html,10/05/2023
1039,Chủ Nhật,07/05/2023,,"4,30,31,33,35,45",,04 30 31 33 35 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-05-2023.html,07/05/2023
1038,Thứ 6,05/05/2023,,"22,28,31,35,36,38",,22 28 31 35 36 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-05-2023.html,05/05/2023
1037,Thứ 4,03/05/2023,,"18,23,28,29,39,44",,18 23 28 29 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-05-2023.html,03/05/2023
1036,Chủ Nhật,30/04/2023,,"7,9,23,24,33,36",,07 09 23 24 33 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-04-2023.html,30/04/2023
1035,Thứ 6,28/04/2023,,"5,11,25,33,42,44",,05 11 25 33 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-04-2023.html,28/04/2023
1034,Thứ 4,26/04/2023,,"1,4,7,9,34,37",,01 04 07 09 34 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-04-2023.html,26/04/2023
1033,Chủ Nhật,23/04/2023,,"1,2,22,30,37,42",,01 02 22 30 37 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-04-2023.html,23/04/2023
1032,Thứ 6,21/04/2023,,"2,4,7,10,20,44",,02 04 07 10 20 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-04-2023.html,21/04/2023
1031,Thứ 4,19/04/2023,,"10,27,37,40,42,43",,10 27 37 40 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-04-2023.html,19/04/2023
1030,Chủ Nhật,16/04/2023,,"8,17,20,25,33,36",,08 17 20 25 33 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-04-2023.html,16/04/2023
1029,Thứ 6,14/04/2023,,"8,16,23,27,32,41",,08 16 23 27 32 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-04-2023.html,14/04/2023
1028,Thứ 4,12/04/2023,,"4,7,27,28,32,43",,04 07 27 28 32 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-04-2023.html,12/04/2023
1027,Chủ Nhật,09/04/2023,,"12,15,25,30,34,39",,12 15 25 30 34 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-04-2023.html,09/04/2023
1026,Thứ 6,07/04/2023,,"9,14,22,29,39,41",,09 14 22 29 39 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-04-2023.html,07/04/2023
1025,Thứ 4,05/04/2023,,"4,8,12,15,19,43",,04 08 12 15 19 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-04-2023.html,05/04/2023
1024,Chủ Nhật,02/04/2023,,"2,24,36,38,42,43",,02 24 36 38 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-04-2023.html,02/04/2023
1023,Thứ 6,31/03/2023,,"1,9,10,15,30,42",,01 09 10 15 30 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-03-2023.html,31/03/2023
1022,Thứ 4,29/03/2023,,"3,6,12,28,29,43",,03 06 12 28 29 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-03-2023.html,29/03/2023
1021,Chủ Nhật,26/03/2023,,"6,16,18,25,34,45",,06 16 18 25 34 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-03-2023.html,26/03/2023
1020,Thứ 6,24/03/2023,,"6,14,15,18,24,41",,06 14 15 18 24 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-03-2023.html,24/03/2023
1019,Thứ 4,22/03/2023,,"5,8,10,15,17,41",,05 08 10 15 17 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-03-2023.html,22/03/2023
1018,Chủ Nhật,19/03/2023,,"2,7,10,21,28,35",,02 07 10 21 28 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-03-2023.html,19/03/2023
1017,Thứ 6,17/03/2023,,"5,7,12,22,26,33",,05 07 12 22 26 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-03-2023.html,17/03/2023
1016,Thứ 4,15/03/2023,,"11,19,23,28,34,35",,11 19 23 28 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-03-2023.html,15/03/2023
1015,Chủ Nhật,12/03/2023,,"10,28,29,31,33,37",,10 28 29 31 33 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-03-2023.html,12/03/2023
1014,Thứ 6,10/03/2023,,"3,5,13,22,36,44",,03 05 13 22 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-03-2023.html,10/03/2023
1013,Thứ 4,08/03/2023,,"10,13,22,25,28,36",,10 13 22 25 28 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-03-2023.html,08/03/2023
1012,Chủ Nhật,05/03/2023,,"9,11,24,31,36,44",,09 11 24 31 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-03-2023.html,05/03/2023
1011,Thứ 6,03/03/2023,,"10,22,26,27,33,43",,10 22 26 27 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-03-2023.html,03/03/2023
1010,Thứ 4,01/03/2023,,"13,14,29,33,38,43",,13 14 29 33 38 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-03-2023.html,01/03/2023
1009,Chủ Nhật,26/02/2023,,"4,9,16,26,28,42",,04 09 16 26 28 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-02-2023.html,26/02/2023
1008,Thứ 6,24/02/2023,,"1,10,16,22,35,44",,01 10 16 22 35 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-02-2023.html,24/02/2023
1007,Thứ 4,22/02/2023,,"8,16,22,23,28,38",,08 16 22 23 28 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-02-2023.html,22/02/2023
1006,Chủ Nhật,19/02/2023,,"2,20,22,28,29,38",,02 20 22 28 29 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-02-2023.html,19/02/2023
1005,Thứ 6,17/02/2023,,"1,5,10,13,23,25",,01 05 10 13 23 25,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-02-2023.html,17/02/2023
1004,Thứ 4,15/02/2023,,"1,2,8,20,24,31",,01 02 08 20 24 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-02-2023.html,15/02/2023
1003,Chủ Nhật,12/02/2023,,"3,5,11,23,24,42",,03 05 11 23 24 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-02-2023.html,12/02/2023
1002,Thứ 6,10/02/2023,,"1,11,23,27,33,39",,01 11 23 27 33 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-02-2023.html,10/02/2023
1001,Thứ 4,08/02/2023,,"6,18,20,22,26,34",,06 18 20 22 26 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-02-2023.html,08/02/2023
1000,Chủ Nhật,05/02/2023,,"13,15,23,29,31,34",,13 15 23 29 31 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-02-2023.html,05/02/2023
999,Thứ 6,03/02/2023,,"4,11,16,30,33,43",,04 11 16 30 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-02-2023.html,03/02/2023
998,Thứ 4,01/02/2023,,"16,21,27,29,34,44",,16 21 27 29 34 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-02-2023.html,01/02/2023
997,Chủ Nhật,29/01/2023,,"5,21,26,27,32,33",,05 21 26 27 32 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-01-2023.html,29/01/2023
996,Thứ 6,27/01/2023,,"10,13,21,29,41,43",,10 13 21 29 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-01-2023.html,27/01/2023
995,Thứ 4,25/01/2023,,"12,14,18,22,28,31",,12 14 18 22 28 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-01-2023.html,25/01/2023
994,Thứ 6,20/01/2023,,"3,7,13,29,32,44",,03 07 13 29 32 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-01-2023.html,20/01/2023
993,Chủ Nhật,15/01/2023,,"8,9,15,21,26,45",,08 09 15 21 26 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-01-2023.html,15/01/2023
992,Thứ 6,13/01/2023,,"3,11,14,20,26,42",,03 11 14 20 26 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-01-2023.html,13/01/2023
991,Thứ 4,11/01/2023,,"1,18,22,33,34,43",,01 18 22 33 34 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-01-2023.html,11/01/2023
990,Chủ Nhật,08/01/2023,,"11,29,32,39,40,43",,11 29 32 39 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-01-2023.html,08/01/2023
989,Thứ 6,06/01/2023,,"2,7,16,25,35,38",,02 07 16 25 35 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-01-2023.html,06/01/2023
988,Thứ 4,04/01/2023,,"3,5,7,37,39,42",,03 05 07 37 39 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-01-2023.html,04/01/2023
987,Chủ Nhật,01/01/2023,,"16,20,26,30,32,40",,16 20 26 30 32 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-01-2023.html,01/01/2023
986,Thứ 6,30/12/2022,,"3,24,31,35,39,42",,03 24 31 35 39 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-12-2022.html,30/12/2022
985,Thứ 4,28/12/2022,,"4,5,10,21,33,37",,04 05 10 21 33 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-12-2022.html,28/12/2022
984,Chủ Nhật,25/12/2022,,"15,17,21,28,37,43",,15 17 21 28 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-12-2022.html,25/12/2022
983,Thứ 6,23/12/2022,,"2,14,21,22,35,43",,02 14 21 22 35 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-12-2022.html,23/12/2022
982,Thứ 4,21/12/2022,,"8,12,20,26,35,37",,08 12 20 26 35 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-12-2022.html,21/12/2022
981,Chủ Nhật,18/12/2022,,"2,12,13,33,36,42",,02 12 13 33 36 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-12-2022.html,18/12/2022
980,Thứ 6,16/12/2022,,"6,19,22,26,38,39",,06 19 22 26 38 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-12-2022.html,16/12/2022
979,Thứ 4,14/12/2022,,"13,29,35,37,38,41",,13 29 35 37 38 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-12-2022.html,14/12/2022
978,Chủ Nhật,11/12/2022,,"9,11,16,17,22,33",,09 11 16 17 22 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-12-2022.html,11/12/2022
977,Thứ 6,09/12/2022,,"4,23,25,30,40,41",,04 23 25 30 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-12-2022.html,09/12/2022
976,Thứ 4,07/12/2022,,"8,11,19,24,26,42",,08 11 19 24 26 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-12-2022.html,07/12/2022
975,Chủ Nhật,04/12/2022,,"4,5,7,9,27,39",,04 05 07 09 27 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-12-2022.html,04/12/2022
974,Thứ 6,02/12/2022,,"2,18,21,24,38,44",,02 18 21 24 38 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-12-2022.html,02/12/2022
973,Thứ 4,30/11/2022,,"7,15,20,25,32,37",,07 15 20 25 32 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-11-2022.html,30/11/2022
972,Chủ Nhật,27/11/2022,,"1,26,27,35,36,43",,01 26 27 35 36 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-11-2022.html,27/11/2022
971,Thứ 6,25/11/2022,,"14,20,24,30,35,41",,14 20 24 30 35 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-11-2022.html,25/11/2022
970,Thứ 4,23/11/2022,,"4,13,15,20,37,38",,04 13 15 20 37 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-11-2022.html,23/11/2022
969,Chủ Nhật,20/11/2022,,"1,4,14,22,24,40",,01 04 14 22 24 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-11-2022.html,20/11/2022
968,Thứ 6,18/11/2022,,"15,16,22,25,29,33",,15 16 22 25 29 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-11-2022.html,18/11/2022
967,Thứ 4,16/11/2022,,"2,3,12,32,35,44",,02 03 12 32 35 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-11-2022.html,16/11/2022
966,Chủ Nhật,13/11/2022,,"3,4,27,32,40,43",,03 04 27 32 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-11-2022.html,13/11/2022
965,Thứ 6,11/11/2022,,"2,3,9,15,17,43",,02 03 09 15 17 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-11-2022.html,11/11/2022
964,Thứ 4,09/11/2022,,"7,9,16,20,30,32",,07 09 16 20 30 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-11-2022.html,09/11/2022
963,Chủ Nhật,06/11/2022,,"8,10,12,14,17,31",,08 10 12 14 17 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-11-2022.html,06/11/2022
962,Thứ 6,04/11/2022,,"9,13,16,24,33,45",,09 13 16 24 33 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-11-2022.html,04/11/2022
961,Thứ 4,02/11/2022,,"2,17,23,27,37,42",,02 17 23 27 37 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-11-2022.html,02/11/2022
960,Chủ Nhật,30/10/2022,,"15,27,31,36,38,41",,15 27 31 36 38 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-10-2022.html,30/10/2022
959,Thứ 6,28/10/2022,,"16,21,22,33,42,45",,16 21 22 33 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-10-2022.html,28/10/2022
958,Thứ 4,26/10/2022,,"2,3,10,15,31,36",,02 03 10 15 31 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-10-2022.html,26/10/2022
957,Chủ Nhật,23/10/2022,,"2,11,18,33,36,45",,02 11 18 33 36 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-10-2022.html,23/10/2022
956,Thứ 6,21/10/2022,,"10,16,17,18,34,42",,10 16 17 18 34 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-10-2022.html,21/10/2022
955,Thứ 4,19/10/2022,,"1,3,7,10,21,29",,01 03 07 10 21 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-10-2022.html,19/10/2022
954,Chủ Nhật,16/10/2022,,"2,5,19,26,38,40",,02 05 19 26 38 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-10-2022.html,16/10/2022
953,Thứ 6,14/10/2022,,"1,6,22,25,30,34",,01 06 22 25 30 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-10-2022.html,14/10/2022
952,Thứ 4,12/10/2022,,"1,7,13,16,27,35",,01 07 13 16 27 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-10-2022.html,12/10/2022
951,Chủ Nhật,09/10/2022,,"13,15,20,25,35,43",,13 15 20 25 35 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-10-2022.html,09/10/2022
950,Thứ 6,07/10/2022,,"18,20,29,34,36,38",,18 20 29 34 36 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-10-2022.html,07/10/2022
949,Thứ 4,05/10/2022,,"9,18,23,24,29,34",,09 18 23 24 29 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-10-2022.html,05/10/2022
948,Chủ Nhật,02/10/2022,,"3,17,28,30,31,32",,03 17 28 30 31 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-10-2022.html,02/10/2022
947,Thứ 6,30/09/2022,,"4,11,19,20,35,41",,04 11 19 20 35 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-09-2022.html,30/09/2022
946,Thứ 4,28/09/2022,,"4,5,7,24,27,30",,04 05 07 24 27 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-09-2022.html,28/09/2022
945,Chủ Nhật,25/09/2022,,"3,5,8,31,33,34",,03 05 08 31 33 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-09-2022.html,25/09/2022
944,Thứ 6,23/09/2022,,"1,12,21,28,30,44",,01 12 21 28 30 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-09-2022.html,23/09/2022
943,Thứ 4,21/09/2022,,"5,10,14,25,42,45",,05 10 14 25 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-09-2022.html,21/09/2022
942,Chủ Nhật,18/09/2022,,"3,5,10,17,25,29",,03 05 10 17 25 29,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-09-2022.html,18/09/2022
941,Thứ 6,16/09/2022,,"2,26,35,41,42,43",,02 26 35 41 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-09-2022.html,16/09/2022
940,Thứ 4,14/09/2022,,"3,12,15,20,24,45",,03 12 15 20 24 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-09-2022.html,14/09/2022
939,Chủ Nhật,11/09/2022,,"4,15,20,31,43,44",,04 15 20 31 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-09-2022.html,11/09/2022
938,Thứ 6,09/09/2022,,"4,6,13,14,28,39",,04 06 13 14 28 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-09-2022.html,09/09/2022
937,Thứ 4,07/09/2022,,"8,9,10,20,35,38",,08 09 10 20 35 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-09-2022.html,07/09/2022
936,Chủ Nhật,04/09/2022,,"5,17,19,27,35,39",,05 17 19 27 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-09-2022.html,04/09/2022
935,Thứ 6,02/09/2022,,"2,3,14,21,31,33",,02 03 14 21 31 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-09-2022.html,02/09/2022
934,Thứ 4,31/08/2022,,"4,10,28,29,31,34",,04 10 28 29 31 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-08-2022.html,31/08/2022
